address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
1309 Foy St,New Orleans,2310.78,,279000,0,3,3,1700,LA,https://www.zillow.com/homedetails/1309-Foy-St-New-Orleans-LA-70122/2085972499_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
5224 Forest Park Ln,New Orleans,2310.78,,125000,2,4,2,1566,LA,https://www.zillow.com/homedetails/5224-Forest-Park-Ln-New-Orleans-LA-70131/73831135_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
1305 Hyland Dr,LOCKPORT,3930.93,34688,135500,41,4,4,2295,LA,https://www.zillow.com/homedetails/1305-Hyland-Dr-Lockport-LA-70374/119287949_zpid/,"https://en.wikipedia.org/wiki/Lockport,_LA","The median income for a household in the town was $34,688, and the median income for a family was $40,288. Males had a median income of $37,151 versus $19,474 for females. The per capita income for the town was $15,769. About 15.3% of families and 19.7% of the population were below the poverty line, including 23.5% of those under age 18 and 22.8% of those age 65 or over."
217 Sarah Ln,Slidell,1887.29,42856,216000,15,4,2,2560,LA,https://www.zillow.com/homedetails/217-Sarah-Ln-Slidell-LA-70460/96158891_zpid/,"https://en.wikipedia.org/wiki/Slidell,_LA","The median income for a household in the city was $42,856, and the median income for a family was $48,298. Males had a median income of $40,211 versus $26,050 for females. The per capita income for the city was $19,947. About 9.5% of families and 11.8% of the population were below the poverty line, including 17.6% of those under age 18 and 7.9% of those age 65 or over."
6664 Saint Mary Ave,Baton Rouge,2650.13,30368,164900,62,4,3,2500,LA,https://www.zillow.com/homedetails/6664-Saint-Mary-Ave-Baton-Rouge-LA-70811/66334049_zpid/,"https://en.wikipedia.org/wiki/Baton_Rouge,_LA","The median income for a household in the city was $30,368, and for a family was $40,266. Males had a median income of $34,893 versus $23,115 for females. The per capita income for the city was $18,512. About 18.0% of families and 24.0% of the population were below the poverty line, including 31.4% of those under age 18 and 13.8% of those ages 65 or over."
6224 Mckenna St,New Orleans,2310.78,,180000,74,3,2,951,LA,https://www.zillow.com/homedetails/6224-Mckenna-St-New-Orleans-LA-70125/84479106_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
4291 San Giorgio St,New Orleans,2310.78,,379500,14,4,4,2981,LA,https://www.zillow.com/homedetails/4291-San-Giorgio-St-New-Orleans-LA-70129/84468565_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
105 Sanro Rd,Lafayette,2371.75,35996,150000,14,3,2,1781,LA,https://www.zillow.com/homedetails/105-Sanro-Rd-Lafayette-LA-70507/110901321_zpid/,"https://en.wikipedia.org/wiki/Lafayette,_LA","The median income for a household in the city was $35,996, and the median income for a family was $47,783. Males had a median income of $37,729 versus $23,606 for females. The per capita income for the city was $21,031. About 11.6% of families and 16.3% of the population were below the poverty line, including 18.3% of those under age 18 and 14.5% of those age 65 or over."
5517 Music St,New Orleans,2310.78,,370000,0,3,3,2035,LA,https://www.zillow.com/homedetails/5517-Music-St-New-Orleans-LA-70122/73793988_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
2308 Taft Park,METAIRIE,5900,41265,299000,1,3,2,1439,LA,https://www.zillow.com/homedetails/2308-Taft-Park-Metairie-LA-70001/73724576_zpid/,"https://en.wikipedia.org/wiki/Metairie,_LA","As of the 2000 Census, there were 39,073 families residing in Metairie. The population density was 6,296.7 people per square mile (2,431.0/km²). There were 67,225 housing units, at an average density of 2,896.6 per square mile (1,118.3/km²). There were 63,741 households out of which 25.3% had children under the age of 18 living with them, 46.1% were married couples living together, 11.4% had a female householder with no husband present, and 38.7% were non-families. 32.9% of all households were made up of individuals and 11.3% had someone living alone who was 65 years of age or older. The average household size was 2.28 and the average family size was 2.93. In Metairie the population is spread out with 20.6% under the age of 18, 8.4% from 18 to 24, 29.6% from 25 to 44, 24.9% from 45 to 64, and 16.4% who were 65 years of age or older. The median age was 40 years. For every 100 females, there were 91.4 males. For every 100 females age 18 and over, there were 88.1 males. The median income for a household in Metairie is $41,265, and the median income for a family was $52,555. Males had a median income of $37,371 versus $27,057 for females. The per capita income for Metairie is $24,771. About 6.2% of families and 8.9% of the population were below the poverty line, including 11.2% of those under age 18 and 7.2% of those age 65 or over."
2507 Prytania St,New Orleans,2310.78,,3350000,0,8,8,9350,LA,https://www.zillow.com/homedetails/2507-Prytania-St-New-Orleans-LA-70130/247553637_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
3570 Gentilly Blvd,New Orleans,2310.78,,389000,79,5,3,4324,LA,https://www.zillow.com/homedetails/3570-Gentilly-Blvd-New-Orleans-LA-70122/73791877_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
21 Wormwood St UNIT 611,BOSTON,14149,,2375000,119,2,2,2063,MA,https://www.zillow.com/homedetails/21-Wormwood-St-UNIT-611-Boston-MA-02210/59212006_zpid/,"https://en.wikipedia.org/wiki/Boston,_MA"," Per capita income in the Greater Boston area, by US Census block group, 2000. The dashed line shows the boundary of the City of Boston."
246 Essex St APT 4,Salem,2300,44033,305000,169,2,1,1018,MA,https://www.zillow.com/homedetails/246-Essex-St-APT-4-Salem-MA-01970/2108553928_zpid/,"https://en.wikipedia.org/wiki/Salem,_MA","The median income for a household in the city was $44,033, and the median income for a family was $55,635. Males had a median income of $38,563 versus $31,374 for females. The per capita income for the city was $23,857. About 6.3% of families and 9.7% of the population were below the poverty line, including 12.2% of those under age 18 and 7.9% of those age 65 or over."
16 Oakes St,Millbury,810,51415,240000,82,3,2,1633,MA,https://www.zillow.com/homedetails/16-Oakes-St-Millbury-MA-01527/57615857_zpid/,"https://en.wikipedia.org/wiki/Millbury,_MA","The median income for a household in the town was $51,415, and the median income for a family was $62,564. Males had a median income of $41,912 versus $28,973 for females. The per capita income for the town was $23,531. About 4.1% of families and 6.3% of the population were below the poverty line, including 8.2% of those under age 18 and 8.4% of those age 65 or over."
35 Clarendon St,Malden,12000,45654,379900,81,3,1,1287,MA,https://www.zillow.com/homedetails/35-Clarendon-St-Malden-MA-02148/56519044_zpid/,"https://en.wikipedia.org/wiki/Malden,_MA","The median income for a household in the city was $45,654, and the median income for a family was $55,557. Males had a median income of $37,741 versus $31,157 for females. The per capita income for the city was $22,004. About 6.6% of families and 9.2% of the population were below the poverty line, including 11.6% of those under age 18 and 10.2% of those age 65 or over."
62 Glen St,Melrose,5600,,634999,88,4,3,2899,MA,https://www.zillow.com/homedetails/62-Glen-St-Melrose-MA-02176/56286324_zpid/,"https://en.wikipedia.org/wiki/Melrose,_MA",
41 Bryn Mawr Ave,Auburn,1051.2,,210500,69,3,2,1520,MA,https://www.zillow.com/homedetails/41-Bryn-Mawr-Ave-Auburn-MA-01501/81896096_zpid/,"https://en.wikipedia.org/wiki/Auburn,_MA",
23 Devonshire Dr,Billerica,1500,87073,374900,70,3,1,1372,MA,https://www.zillow.com/homedetails/23-Devonshire-Dr-Billerica-MA-01821/56422925_zpid/,"https://en.wikipedia.org/wiki/Billerica,_MA","As of the 2010 census, the median income for a household in the town was $87,073, and the median income for a family was $95,128. The per capita income for the town was $32,517.  About 2.8% of families and 3.8% of the population were below the poverty line, including 4.5% of those under age 18 and 4.3% of those age 65 or over."
24 Elliott St,Melrose,5600,,525000,71,3,2,1304,MA,https://www.zillow.com/homedetails/24-Elliott-St-Melrose-MA-02176/56289014_zpid/,"https://en.wikipedia.org/wiki/Melrose,_MA",
208 Beacon St,Boston,14149,,14900000,156,8,6.5,6771,MA,https://www.zillow.com/homedetails/208-Beacon-St-Boston-MA-02116/59171042_zpid/,"https://en.wikipedia.org/wiki/Boston,_MA"," Per capita income in the Greater Boston area, by US Census block group, 2000. The dashed line shows the boundary of the City of Boston."
14 Highland Ave,Lynn,6700,44849,279000,32,5,3,1332,MA,https://www.zillow.com/homedetails/14-Highland-Ave-Lynn-MA-01902/56080232_zpid/,"https://en.wikipedia.org/wiki/Lynn,_MA","Between 2009 and 2013, the median household income in Lynn was $44,849. The per capita income was $22,982. About 21.0% of the population was considered below the poverty line.[75]"
